document,requirement,change,old_text,new_text,old_text_sha256,new_text_sha256
GSP-Directives-2,D2-040,unchanged,"A legal or institutional assertion used in a requirement shall identify the context, asserted source of authority and scope. A proposed model rule or policy option shall be labelled as such rather than described as generally applicable law.","A legal or institutional assertion used in a requirement shall identify the context, asserted source of authority and scope. A proposed model rule or policy option shall be labelled as such rather than described as generally applicable law.",8702bb62dbd5e630c32a8e0ece0b41bd4054b2e26e9e43a29e28668db3769f92,8702bb62dbd5e630c32a8e0ece0b41bd4054b2e26e9e43a29e28668db3769f92
GSP-Directives-2,D2-041,unchanged,"The editor shall record cross-domain review findings relevant to scope, including epistemic, ethical, legal, institutional, political-economy, archival, security and accessibility questions. Unavailable competence or unresolved material objections shall remain visible in progression records.","The editor shall record cross-domain review findings relevant to scope, including epistemic, ethical, legal, institutional, political-economy, archival, security and accessibility questions. Unavailable competence or unresolved material objections shall remain visible in progression records.",186b74e4cab7813248fc9673198ed771296bad26ea8b3e0afa01e14bade4b9bf,186b74e4cab7813248fc9673198ed771296bad26ea8b3e0afa01e14bade4b9bf
GSP-Directives-2,D2-042,unchanged,"Each circulated edition shall identify its canonical source and rendered artifacts. Changes to proposed requirements shall be traceable through the change record, with superseded reasoning retained subject to justified access and retention rules.","Each circulated edition shall identify its canonical source and rendered artifacts. Changes to proposed requirements shall be traceable through the change record, with superseded reasoning retained subject to justified access and retention rules.",d93db968cad803ebea0059be735b73e41ebf5c857e0a24810335c9bd0e85d9dd,d93db968cad803ebea0059be735b73e41ebf5c857e0a24810335c9bd0e85d9dd
GSP-Directives-2,D2-043,unchanged,"A release candidate shall be built from the declared source revision, with build instructions, required tooling and an artifact manifest sufficient to reproduce and compare its substantive content.","A release candidate shall be built from the declared source revision, with build instructions, required tooling and an artifact manifest sufficient to reproduce and compare its substantive content.",6ddc87cfabc1e7a2400199277c8b0ccec58dc3937aeab3b45b965546b13c2f12,6ddc87cfabc1e7a2400199277c8b0ccec58dc3937aeab3b45b965546b13c2f12
GSP-Directives-2,D2-044,unchanged,"The release check shall detect broken internal references, duplicate requirement identifiers, missing glyphs, visibly clipped material, mismatched status labels and disagreement between declared source and generated artifact. Unresolved defects shall be reported with their effect on use.","The release check shall detect broken internal references, duplicate requirement identifiers, missing glyphs, visibly clipped material, mismatched status labels and disagreement between declared source and generated artifact. Unresolved defects shall be reported with their effect on use.",f918d719d527b0a792a7e893b10c42a301c91d022547ededca179662164742c9,f918d719d527b0a792a7e893b10c42a301c91d022547ededca179662164742c9
GSP-Directives-2,D2-045,unchanged,"An editorial correction shall not silently change the substance of a requirement. A substantive change to an adopted normative edition shall use the amendment or revision procedure in Directives Part 1, including affected-artifact and compatibility review. A draft change shall follow the change-control and re-review rules applicable to its current stage. Changes to a released Specification shall follow its declared maintenance procedure and promotion shall require a separate decision.","An editorial correction shall not silently change the substance of a requirement. A substantive change to an adopted normative edition shall use the amendment or revision procedure in Directives Part 1, including affected-artifact and compatibility review. A draft change shall follow the change-control and re-review rules applicable to its current stage. Changes to a released Specification shall follow its declared maintenance procedure and promotion shall require a separate decision.",0329493f30ac77587bc5c14a2a26b4777d480d95fe804b979e21dd2d7f7ce7e9,0329493f30ac77587bc5c14a2a26b4777d480d95fe804b979e21dd2d7f7ce7e9
GSP-Directives-2,D2-046,unchanged,A revision shall identify the preceding edition and summarize substantive changes. The publication package shall preserve a retrievable change relationship and the status of the earlier edition. A new rendering of unchanged text shall not be represented as a new normative decision.,A revision shall identify the preceding edition and summarize substantive changes. The publication package shall preserve a retrievable change relationship and the status of the earlier edition. A new rendering of unchanged text shall not be represented as a new normative decision.,8276939a994d0604b45f5ac05b38bec6d8d173272ef1d035fdd4e153a224a651,8276939a994d0604b45f5ac05b38bec6d8d173272ef1d035fdd4e153a224a651
GSP-Directives-2,D2-047,unchanged,"A document containing material of more than one publication class shall identify the principal class and separate the subsidiary material by a stated structural boundary. The editor shall state whether each part defines requirements, supplies guidance or proposes an institutional option.","A document containing material of more than one publication class shall identify the principal class and separate the subsidiary material by a stated structural boundary. The editor shall state whether each part defines requirements, supplies guidance or proposes an institutional option.",244746a44b04fcce5b618d2ef31a8ab4abb05d4b93afd9404e5c1f0d03115fb0,244746a44b04fcce5b618d2ef31a8ab4abb05d4b93afd9404e5c1f0d03115fb0
GSP-Directives-2,D2-048,unchanged,"A technical or governance draft prepared under this document shall contain a title and status statement, a foreword, a scope clause, a normative-reference clause, a terms-and-definitions clause, substantive provisions and an assessment or application clause. It shall identify the role of every annex and associated artifact. An informative bibliography shall be provided when informative external sources are cited.","A technical or governance draft prepared under this document shall contain a title and status statement, a foreword, a scope clause, a normative-reference clause, a terms-and-definitions clause, substantive provisions and an assessment or application clause. It shall identify the role of every annex and associated artifact. An informative bibliography shall be provided when informative external sources are cited.",c17e8db6d54cd22af77eb9a5b8043f17a0178ad0955f224863b6b461be8de781,c17e8db6d54cd22af77eb9a5b8043f17a0178ad0955f224863b6b461be8de781
GSP-Directives-2,D2-049,unchanged,"The foreword shall record publication history, responsible preparation and material edition changes without introducing technical requirements. The introduction, when present, shall explain the problem, approach and intended use without creating additional conformance obligations.","The foreword shall record publication history, responsible preparation and material edition changes without introducing technical requirements. The introduction, when present, shall explain the problem, approach and intended use without creating additional conformance obligations.",225f6964edbc22a6a166324e3c6cfa13bb12a492bd380ba5fea2fb87d4122c3b,225f6964edbc22a6a166324e3c6cfa13bb12a492bd380ba5fea2fb87d4122c3b
GSP-Directives-2,D2-050,unchanged,The scope shall identify both inclusions and material exclusions. It shall not contain requirements that can be located only in the scope or imply applicability to environments for which the document supplies no assessment basis.,The scope shall identify both inclusions and material exclusions. It shall not contain requirements that can be located only in the scope or imply applicability to environments for which the document supplies no assessment basis.,a1b07751f1a04cd7166e279c741937d695d70674423ff0c46ec35e74fb830909,a1b07751f1a04cd7166e279c741937d695d70674423ff0c46ec35e74fb830909
GSP-Directives-2,D2-051,unchanged,"The editor shall assign decimal clause and subclause numbers, use descriptive titles and place substantive text at an identifiable leaf of the hierarchy. If a clause has subclauses, introductory provisions belonging to that clause shall be placed in a General subclause or another identified subclause.","The editor shall assign decimal clause and subclause numbers, use descriptive titles and place substantive text at an identifiable leaf of the hierarchy. If a clause has subclauses, introductory provisions belonging to that clause shall be placed in a General subclause or another identified subclause.",2067d5a706ba4657dbc7df62e32870f7c76db89f978c9e26c3ea93b5b7747797,2067d5a706ba4657dbc7df62e32870f7c76db89f978c9e26c3ea93b5b7747797
GSP-Directives-2,D2-052,unchanged,"A cross-reference shall identify a stable requirement, clause, table, figure or annex as appropriate. References such as above, below, elsewhere or the latest text shall not be the sole locator of content necessary for interpretation or assessment.","A cross-reference shall identify a stable requirement, clause, table, figure or annex as appropriate. References such as above, below, elsewhere or the latest text shall not be the sole locator of content necessary for interpretation or assessment.",614e3b5011c2ce9e3eb27bc26ed294971d4c7e5083f6b23f2350228cf41c4c6a,614e3b5011c2ce9e3eb27bc26ed294971d4c7e5083f6b23f2350228cf41c4c6a
GSP-Directives-2,D2-053,unchanged,Each requirement shall be linked to at least one discriminating assessment question. The question shall distinguish an acceptable outcome from a materially different outcome that would not fulfill the requirement.,Each requirement shall be linked to at least one discriminating assessment question. The question shall distinguish an acceptable outcome from a materially different outcome that would not fulfill the requirement.,9267be51492159587c65f8a389f5765eac2cb9b62826df28a22a7047b07eb9a7,9267be51492159587c65f8a389f5765eac2cb9b62826df28a22a7047b07eb9a7
GSP-Directives-2,D2-054,unchanged,"Where one identifier groups related obligations, the assessment schedule shall identify the components and record a result for each materially distinct component. Fulfillment of one component shall not conceal an unassessed or failed component.","Where one identifier groups related obligations, the assessment schedule shall identify the components and record a result for each materially distinct component. Fulfillment of one component shall not conceal an unassessed or failed component.",baf9077579dd576fdfc2698c9a641a2f7ee5c38f130ac437a77d9609980fe95b,baf9077579dd576fdfc2698c9a641a2f7ee5c38f130ac437a77d9609980fe95b
GSP-Directives-2,D2-055,unchanged,"The editor shall use shall and shall not for requirements and prohibitions, should and should not for recommendations, may for permission, and can for possibility or capability. Must shall not be used as an alternative requirement verb in programme-authored provisions.","The editor shall use shall and shall not for requirements and prohibitions, should and should not for recommendations, may for permission, and can for possibility or capability. Must shall not be used as an alternative requirement verb in programme-authored provisions.",8740ac0f8a1b99e074f2807ce6224314b6737f53718b154502a0bf73cdce7040,8740ac0f8a1b99e074f2807ce6224314b6737f53718b154502a0bf73cdce7040
GSP-Directives-2,D2-056,unchanged,"A statement of external necessity, including a stated legal constraint, shall identify its source and context. The editor shall distinguish that external constraint from an obligation created by the publication.","A statement of external necessity, including a stated legal constraint, shall identify its source and context. The editor shall distinguish that external constraint from an obligation created by the publication.",6a56f1e5aee57a57ebb57213ea8023e69372ae84b47adb2946450fdab46009e2,6a56f1e5aee57a57ebb57213ea8023e69372ae84b47adb2946450fdab46009e2
GSP-Directives-2,D2-057,unchanged,"A provision permitting an unknown value, unavailable source or restricted disclosure shall state the required declaration, responsible role and assessment consequence. The editor shall distinguish fulfillment of that declaration requirement from resolution of the underlying factual question.","A provision permitting an unknown value, unavailable source or restricted disclosure shall state the required declaration, responsible role and assessment consequence. The editor shall distinguish fulfillment of that declaration requirement from resolution of the underlying factual question.",0b811558addee93983f86fde50c7cf66111af8fe7a1349835727a4b8a05588e3,0b811558addee93983f86fde50c7cf66111af8fe7a1349835727a4b8a05588e3
GSP-Directives-2,D2-058,unchanged,"An exception shall state its eligibility condition, decision authority, permitted departure, duration or review trigger, required evidence and effect on the resulting claim of fulfillment. An exception shall not be implied solely by a resource limitation.","An exception shall state its eligibility condition, decision authority, permitted departure, duration or review trigger, required evidence and effect on the resulting claim of fulfillment. An exception shall not be implied solely by a resource limitation.",ecf2480999cd2436715fb9cdc91de3e909d227cd9af8ed8fc188e034c385f884,ecf2480999cd2436715fb9cdc91de3e909d227cd9af8ed8fc188e034c385f884
GSP-Directives-2,D2-059,unchanged,"For each substantive topic in scope, the editor shall identify normal operation, material boundary cases, failure conditions and applicable interfaces. A topic shall not be treated as specified solely because it appears in a list of objectives.","For each substantive topic in scope, the editor shall identify normal operation, material boundary cases, failure conditions and applicable interfaces. A topic shall not be treated as specified solely because it appears in a list of objectives.",f7e27914e0b5d5821b44b1c1780fc130cd32977c86718a36e1a7a10b5cb07001,f7e27914e0b5d5821b44b1c1780fc130cd32977c86718a36e1a7a10b5cb07001
GSP-Directives-2,D2-060,unchanged,"Where requirements can impose material recording, review or participation burdens, the document shall identify the intended operating scale and the evidence needed to assess that burden. A reduced profile shall state its limitations and shall not silently claim the coverage of the parent document.","Where requirements can impose material recording, review or participation burdens, the document shall identify the intended operating scale and the evidence needed to assess that burden. A reduced profile shall state its limitations and shall not silently claim the coverage of the parent document.",11fad5d4724665d71d254ce291041755e91f48085badb8290620dff433d54ea8,11fad5d4724665d71d254ce291041755e91f48085badb8290620dff433d54ea8
GSP-Directives-2,D2-061,unchanged,"A definition entry shall identify the preferred term, a unique term locator, the relevant domain where needed, and a definition that distinguishes the concept from adjacent concepts. Notes and examples shall remain separate from the definition.","A definition entry shall identify the preferred term, a unique term locator, the relevant domain where needed, and a definition that distinguishes the concept from adjacent concepts. Notes and examples shall remain separate from the definition.",419db7c7d75f073ace3b7543ef91c8a160629ae626f09dc8643928a7c83c7dde,419db7c7d75f073ace3b7543ef91c8a160629ae626f09dc8643928a7c83c7dde
GSP-Directives-2,D2-062,unchanged,"The editor shall use a defined term consistently within its declared scope. A synonym, abbreviated term, deprecated term or narrower profile-specific use shall be identified explicitly rather than introduced as an unexplained substitution.","The editor shall use a defined term consistently within its declared scope. A synonym, abbreviated term, deprecated term or narrower profile-specific use shall be identified explicitly rather than introduced as an unexplained substitution.",a7cfe4f9e10fc11196c4af5de1d193007c9b1e4ae4320c9ece86bb8a2ff3d0cb,a7cfe4f9e10fc11196c4af5de1d193007c9b1e4ae4320c9ece86bb8a2ff3d0cb
GSP-Directives-2,D2-063,unchanged,"A source trace for a GR-specific operational definition shall identify the manuscript version, passage locator, interpreted distinction, operational narrowing, material alternative and affected provision. A source discrepancy shall remain visible until its disposition is recorded.","A source trace for a GR-specific operational definition shall identify the manuscript version, passage locator, interpreted distinction, operational narrowing, material alternative and affected provision. A source discrepancy shall remain visible until its disposition is recorded.",f598eddeceef7a4e6efbee0b2248c867576fd540aa63d7e95ded878685ba6753,f598eddeceef7a4e6efbee0b2248c867576fd540aa63d7e95ded878685ba6753
GSP-Directives-2,D2-064,unchanged,"A translation or cross-vocabulary mapping used to determine conformance shall identify the source and target editions, responsible reviewer, correspondence asserted and known non-equivalences. An untranslated or unmapped distinction shall not be represented as preserved without supporting evidence.","A translation or cross-vocabulary mapping used to determine conformance shall identify the source and target editions, responsible reviewer, correspondence asserted and known non-equivalences. An untranslated or unmapped distinction shall not be represented as preserved without supporting evidence.",f98286c3ef6547dfd0a78399d909d719071f44a731f1971c4e8c94969847dafb,f98286c3ef6547dfd0a78399d909d719071f44a731f1971c4e8c94969847dafb
GSP-Directives-2,D2-065,unchanged,"Each normative reference shall be invoked by an identifiable requirement or application rule. The dependency record shall state the incorporated scope, required edition and assessment consequence of an unavailable or incompatible dependency.","Each normative reference shall be invoked by an identifiable requirement or application rule. The dependency record shall state the incorporated scope, required edition and assessment consequence of an unavailable or incompatible dependency.",f6696d1f3b3c431df64321a6d1002cb624323db6bdf9d0c844c200080de9197b,f6696d1f3b3c431df64321a6d1002cb624323db6bdf9d0c844c200080de9197b
GSP-Directives-2,D2-066,unchanged,"A bibliography entry shall provide enough information to distinguish the cited source and locate the relevant edition. Where an external model is used for drafting or comparison, the source record shall distinguish directly inspected material from catalogue metadata, secondary description and unavailable text.","A bibliography entry shall provide enough information to distinguish the cited source and locate the relevant edition. Where an external model is used for drafting or comparison, the source record shall distinguish directly inspected material from catalogue metadata, secondary description and unavailable text.",9678ed123ffd31203403e2611745ddbcc7c7af375d99d2ccd74f334ed306374e,9678ed123ffd31203403e2611745ddbcc7c7af375d99d2ccd74f334ed306374e
GSP-Directives-2,D2-067,unchanged,"A material dependency change shall identify affected requirements, definitions, assessment cases and associated artifacts. The editor shall record whether each affected element remains valid, requires revision or cannot yet be assessed.","A material dependency change shall identify affected requirements, definitions, assessment cases and associated artifacts. The editor shall record whether each affected element remains valid, requires revision or cannot yet be assessed.",99293a1792d4e2d261cc7402cac5ebbcd2f735913b1dbbb7efbc7a9eff4810ec,99293a1792d4e2d261cc7402cac5ebbcd2f735913b1dbbb7efbc7a9eff4810ec
GSP-Directives-2,D2-068,unchanged,A document allowing more than one conformance subject shall specify the requirement set applicable to each subject or state that the available assessment is partial. It shall distinguish examination of a record from observation of the practice or procedure represented by that record.,A document allowing more than one conformance subject shall specify the requirement set applicable to each subject or state that the available assessment is partial. It shall distinguish examination of a record from observation of the practice or procedure represented by that record.,7a9c3510df5ca147e2088cb4154f6995865d576436d5737a93f3ef60640a3dbd,7a9c3510df5ca147e2088cb4154f6995865d576436d5737a93f3ef60640a3dbd
GSP-Directives-2,D2-069,unchanged,"An assessment method shall specify its objective, input conditions, procedure, relevant tools or competence, expected observations, result rule and material limitations. The method shall identify the conditions under which an inconclusive or not-assessed result is required.","An assessment method shall specify its objective, input conditions, procedure, relevant tools or competence, expected observations, result rule and material limitations. The method shall identify the conditions under which an inconclusive or not-assessed result is required.",820cb57a65597960a4d0dc48d580475015a96b597fafd6ec7ee2f7899348569f,820cb57a65597960a4d0dc48d580475015a96b597fafd6ec7ee2f7899348569f
GSP-Directives-2,D2-070,unchanged,An assessment report shall retain failed and unassessed applicable requirements and their effect on the overall result. A summary shall not replace the underlying requirement-level evidence register.,An assessment report shall retain failed and unassessed applicable requirements and their effect on the overall result. A summary shall not replace the underlying requirement-level evidence register.,4370998ff5c3a3c5c8284930436018c2ba794a2cd6a0ec4fb1aad0f20cc9d176,4370998ff5c3a3c5c8284930436018c2ba794a2cd6a0ec4fb1aad0f20cc9d176
GSP-Directives-2,D2-071,unchanged,"For an optional capability, a document shall state the condition under which associated obligations become mandatory. An implementation selecting that capability shall be assessed against the complete selected requirement set.","For an optional capability, a document shall state the condition under which associated obligations become mandatory. An implementation selecting that capability shall be assessed against the complete selected requirement set.",4f2207bf28e2dee45066dcaa818ae2d0e04194fd8e813d6db68b811e23725ae4,4f2207bf28e2dee45066dcaa818ae2d0e04194fd8e813d6db68b811e23725ae4
GSP-Directives-2,D2-072,unchanged,"A data dictionary shall distinguish semantic information requirements from serialization names, storage types and transport behavior. Each mandatory or conditional element shall identify its meaning, applicable subject and permitted absent or unknown states.","A data dictionary shall distinguish semantic information requirements from serialization names, storage types and transport behavior. Each mandatory or conditional element shall identify its meaning, applicable subject and permitted absent or unknown states.",db2ff3c7dad78a83d576f13d64e01629c1f59a3886948547514b7dc7332ef69c,db2ff3c7dad78a83d576f13d64e01629c1f59a3886948547514b7dc7332ef69c
GSP-Directives-2,D2-073,unchanged,"A protocol description shall distinguish sending, transport delivery, receipt, acknowledgment, acceptance for processing and substantive disposition when those states have different consequences. A transport success shall not imply institutional acceptance or completion of a remedy.","A protocol description shall distinguish sending, transport delivery, receipt, acknowledgment, acceptance for processing and substantive disposition when those states have different consequences. A transport success shall not imply institutional acceptance or completion of a remedy.",80cd9fc18d02a401eb57808371ff63284fe819337ca7f0124572e546dbac8f1d,80cd9fc18d02a401eb57808371ff63284fe819337ca7f0124572e546dbac8f1d
GSP-Directives-2,D2-074,unchanged,"Where concurrent updates or repeated messages are in scope, the protocol description shall specify correlation, version preconditions, duplicate handling, conflict disposition and recovery after interruption. If those behaviors are not specified, the interoperability claim shall identify that exclusion.","Where concurrent updates or repeated messages are in scope, the protocol description shall specify correlation, version preconditions, duplicate handling, conflict disposition and recovery after interruption. If those behaviors are not specified, the interoperability claim shall identify that exclusion.",0c2a942f9cc886ab0e08633e2abd455e7b42f90d3db6a7bbcdceb58edc5a60ff,0c2a942f9cc886ab0e08633e2abd455e7b42f90d3db6a7bbcdceb58edc5a60ff
GSP-Directives-2,D2-075,unchanged,"Each associated schema, vocabulary, executable example or test fixture shall identify its owner, version, publication class or role, controlling requirements and status. Its release manifest shall state whether the artifact is normative, informative or experimental.","Each associated schema, vocabulary, executable example or test fixture shall identify its owner, version, publication class or role, controlling requirements and status. Its release manifest shall state whether the artifact is normative, informative or experimental.",37aad8de9ac0fe52348ca6d846352ce0ff52c3e6e8f8de43eddb6e51878fc492,37aad8de9ac0fe52348ca6d846352ce0ff52c3e6e8f8de43eddb6e51878fc492
GSP-Directives-2,D2-076,unchanged,A discrepancy between prose and an associated artifact shall be recorded with affected conformance outcomes. The release package shall identify the controlling interpretation or remain pending resolution; implementers shall not be required to infer priority from file format.,A discrepancy between prose and an associated artifact shall be recorded with affected conformance outcomes. The release package shall identify the controlling interpretation or remain pending resolution; implementers shall not be required to infer priority from file format.,adec30825dc82a48af7e14163d84f47e7477d877447fd6235368d58d346cdb5b,adec30825dc82a48af7e14163d84f47e7477d877447fd6235368d58d346cdb5b
GSP-Directives-2,D2-077,unchanged,"Every substantive table and figure shall have a unique number, descriptive caption and an explicit reference or structural purpose in the surrounding text. Required information shall not be encoded solely by colour, shape or visual position.","Every substantive table and figure shall have a unique number, descriptive caption and an explicit reference or structural purpose in the surrounding text. Required information shall not be encoded solely by colour, shape or visual position.",afac74ac41babaf36b54ed65db142a728fa1325af2e7628372d451372e7037c8,afac74ac41babaf36b54ed65db142a728fa1325af2e7628372d451372e7037c8
GSP-Directives-2,D2-078,unchanged,"A formula used in a requirement or assessment method shall identify its variables, domain, units where applicable, assumptions and interpretation. Undefined quantities and unsupported numerical precision shall remain explicit limitations.","A formula used in a requirement or assessment method shall identify its variables, domain, units where applicable, assumptions and interpretation. Undefined quantities and unsupported numerical precision shall remain explicit limitations.",432e328a7d61eb949bb0afb43347b500f09ee82d3d0066e756f2d5c3cd1e5a3c,432e328a7d61eb949bb0afb43347b500f09ee82d3d0066e756f2d5c3cd1e5a3c
GSP-Directives-2,D2-079,unchanged,"An example shall state whether it is synthetic, adapted or empirical and identify any omitted material that affects its use. Expected behavior in an authored scenario shall remain distinguishable from observed behavior in an executed assessment.","An example shall state whether it is synthetic, adapted or empirical and identify any omitted material that affects its use. Expected behavior in an authored scenario shall remain distinguishable from observed behavior in an executed assessment.",08763a26238e6df19d082ed84be0684fef9b4ee5f9c9a8ae16f37f28d1f195f8,08763a26238e6df19d082ed84be0684fef9b4ee5f9c9a8ae16f37f28d1f195f8
GSP-Directives-2,D2-080,unchanged,"The publication assessment shall identify intended reading modes, known barriers and the evidence used to assess accessibility. Availability of source text, PDF text extraction or a successful build shall not alone establish accessibility conformance.","The publication assessment shall identify intended reading modes, known barriers and the evidence used to assess accessibility. Availability of source text, PDF text extraction or a successful build shall not alone establish accessibility conformance.",f18cd02d178237e6e67dbf2023e37422f24e1cf328a294e03c615f4e261a689f,f18cd02d178237e6e67dbf2023e37422f24e1cf328a294e03c615f4e261a689f
GSP-Directives-2,D2-081,unchanged,"A policy or institutional recommendation shall identify the intended decision maker, asserted mandate, feasible alternatives, implementation conditions, affected interests and evaluation approach. Adoption of a technical requirement shall not be presented as resolving those policy choices automatically.","A policy or institutional recommendation shall identify the intended decision maker, asserted mandate, feasible alternatives, implementation conditions, affected interests and evaluation approach. Adoption of a technical requirement shall not be presented as resolving those policy choices automatically.",a0604bbab8616a90212d839fb53efaf099bb35335a2eef4f68ff8933e33d3740,a0604bbab8616a90212d839fb53efaf099bb35335a2eef4f68ff8933e33d3740
GSP-Directives-2,D2-082,unchanged,"The editor shall distinguish the canonical authoring source, any generated representation and the exact edition submitted for decision. A release manifest shall identify source and artifact integrity references, build instructions, tool versions and the associated review record.","The editor shall distinguish the canonical authoring source, any generated representation and the exact edition submitted for decision. A release manifest shall identify source and artifact integrity references, build instructions, tool versions and the associated review record.",81f8327c957aa1bb2dabbd7cecec0ecd29d0ce20f93bdafeecaaf56ba47aa384,81f8327c957aa1bb2dabbd7cecec0ecd29d0ce20f93bdafeecaaf56ba47aa384
GSP-Directives-2,D2-083,unchanged,A changed requirement shall retain its identifier when its continuity is defensible and identify the nature of the change. A withdrawn requirement shall remain traceable. Reorganization shall provide a correspondence map when clause numbering or placement changes materially.,A changed requirement shall retain its identifier when its continuity is defensible and identify the nature of the change. A withdrawn requirement shall remain traceable. Reorganization shall provide a correspondence map when clause numbering or placement changes materially.,170d52234ba5d2b370f50ea7d782e49fd914d5fe4b5cdcc84a8dc3ff899399c9,170d52234ba5d2b370f50ea7d782e49fd914d5fe4b5cdcc84a8dc3ff899399c9
GSP-Directives-2,D2-084,unchanged,"An archival source snapshot shall record the source set, edition and integrity references. A historical snapshot shall be marked as historical and shall not replace the current edition's status or dependency declarations.","An archival source snapshot shall record the source set, edition and integrity references. A historical snapshot shall be marked as historical and shall not replace the current edition's status or dependency declarations.",608685d6e4dc2d412a167793d4bc64ee544bb4ea14a3196bad4f0bc9972ffcdd,608685d6e4dc2d412a167793d4bc64ee544bb4ea14a3196bad4f0bc9972ffcdd
GSP-Directives-2,D2-085,unchanged,"The assessor shall identify the publication package, assessed edition, applicable structural profile, assessment scope, assessor relationship and required competence before issuing an overall result. Missing expertise and unavailable artifacts shall be reported.","The assessor shall identify the publication package, assessed edition, applicable structural profile, assessment scope, assessor relationship and required competence before issuing an overall result. Missing expertise and unavailable artifacts shall be reported.",e9f139e5ba5d7b0719aa5daa252260ee027cecebc0361e4e054d3ffd57568799,e9f139e5ba5d7b0719aa5daa252260ee027cecebc0361e4e054d3ffd57568799
GSP-Directives-2,D2-086,unchanged,The assessment shall use the record specified in Annex~\ref{ann:assessment} and examine the structural schedule in Annex~\ref{ann:structure}. Each applicable requirement shall receive an individual supported result.,The assessment shall use the record specified in Annex~\ref{ann:assessment} and examine the structural schedule in Annex~\ref{ann:structure}. Each applicable requirement shall receive an individual supported result.,486e51a69d208789d3069683a52c0d118ae87e3dc4dfcedb8d7e9a400ebf6ad4,486e51a69d208789d3069683a52c0d118ae87e3dc4dfcedb8d7e9a400ebf6ad4
GSP-Directives-2,D2-087,unchanged,"A finding shall identify the affected provision or artifact, the observed defect, its effect on interpretation or assessment, the proposed disposition and the responsible action. A correction shall identify the revised edition and the evidence used to close the finding.","A finding shall identify the affected provision or artifact, the observed defect, its effect on interpretation or assessment, the proposed disposition and the responsible action. A correction shall identify the revised edition and the evidence used to close the finding.",88b234a5a15724277e074e0629bd284267ba78deb350ee63a94a6ca4eaa44b62,88b234a5a15724277e074e0629bd284267ba78deb350ee63a94a6ca4eaa44b62
GSP-Directives-2,D2-088,unchanged,"An overall publication result shall distinguish structural checks, technical review, source interpretation, cross-domain assessment and authorization for release. Fulfillment of one category shall not be reported as fulfillment of an unperformed category.","An overall publication result shall distinguish structural checks, technical review, source interpretation, cross-domain assessment and authorization for release. Fulfillment of one category shall not be reported as fulfillment of an unperformed category.",4dc689947f85f3b1760efdc9d87e69f81c9b5a560a67e72ba474e6745740396b,4dc689947f85f3b1760efdc9d87e69f81c9b5a560a67e72ba474e6745740396b
GSP-Directives-2,D2-089,unchanged,"The editor shall apply the structural schedule in Table~\ref{tab:structure} according to the declared publication class. A departure shall identify its rationale, alternative location and effect on assessment. The schedule shall not require an empty clause to simulate completeness.","The editor shall apply the structural schedule in Table~\ref{tab:structure} according to the declared publication class. A departure shall identify its rationale, alternative location and effect on assessment. The schedule shall not require an empty clause to simulate completeness.",14e9262cb95dbf0684701544595a6a7997229fda083844a908edf1e642560cb4,14e9262cb95dbf0684701544595a6a7997229fda083844a908edf1e642560cb4
GSP-Directives-2,D2-090,unchanged,"Before submission for final approval, the package review shall determine whether each in-scope topic has a defined subject, required behavior or outcome, applicability rule and assessment basis. An unresolved topic shall be excluded explicitly, retained as an open issue preventing the affected claim, or returned for development.","Before submission for final approval, the package review shall determine whether each in-scope topic has a defined subject, required behavior or outcome, applicability rule and assessment basis. An unresolved topic shall be excluded explicitly, retained as an open issue preventing the affected claim, or returned for development.",f8238ff691db1d17246ca9acc9593c47f54668284746f428b7f77201181d8ffc,f8238ff691db1d17246ca9acc9593c47f54668284746f428b7f77201181d8ffc
GSP-Directives-2,D2-091,unchanged,The assessment record shall include the information specified in Table~\ref{tab:assessment-record}. Protected evidence shall be referenced through a permitted locator and its examination limits shall remain explicit.,The assessment record shall include the information specified in Table~\ref{tab:assessment-record}. Protected evidence shall be referenced through a permitted locator and its examination limits shall remain explicit.,c96604460b8d7579c6577290a1858106bda57f429b1ec601a797dd387484d7c2,c96604460b8d7579c6577290a1858106bda57f429b1ec601a797dd387484d7c2
GSP-Directives-2,D2-092,unchanged,Fulfilled shall be reported only when the stated assessment method and evidence support the applicable obligation. Not applicable shall identify an absent trigger. Unavailable evidence or an unperformed assessment shall be reported as not assessed unless another specified result rule applies.,Fulfilled shall be reported only when the stated assessment method and evidence support the applicable obligation. Not applicable shall identify an absent trigger. Unavailable evidence or an unperformed assessment shall be reported as not assessed unless another specified result rule applies.,2ea47d9014fdb81fead6c118816a70682e2f9136c30ee3815774ab12230f27e9,2ea47d9014fdb81fead6c118816a70682e2f9136c30ee3815774ab12230f27e9
GSP-Directives-2,D2-093,unchanged,An unqualified claim of fulfillment of the declared publication profile shall not be issued while an applicable requirement is not fulfilled or not assessed. A partial result shall identify the assessed subset and excluded conclusions.,An unqualified claim of fulfillment of the declared publication profile shall not be issued while an applicable requirement is not fulfilled or not assessed. A partial result shall identify the assessed subset and excluded conclusions.,890bec79e8d8ea665cc3a537012a4699cd25c05fc4c434be10e836358aff5553,890bec79e8d8ea665cc3a537012a4699cd25c05fc4c434be10e836358aff5553
